2018-02-28 04:59:43.946965: [training]
2018-02-28 04:59:57.919727: iter: [1/100], train_loss: 0.772900, valid_loss: 0.001564, best_valid_loss: 0.001564, lr: 0.01000
2018-02-28 08:26:28.499680: iter: [99/100], train_loss: 0.000670, valid_loss: 0.000057, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:26:36.185582: iter: [100/100], train_loss: 0.000671, valid_loss: 0.000058, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:14:50.895215: [training]
2018-02-28 20:14:59.606528: iter: [1/100], train_loss: 0.772899, valid_loss: 0.001564, best_valid_loss: 0.001564, lr: 0.01000
2018-02-28 20:15:08.962003: iter: [2/100], train_loss: 0.014585, valid_loss: 0.001561, best_valid_loss: 0.001561, lr: 0.01000
2018-02-28 20:15:23.640538: iter: [3/100], train_loss: 0.014256, valid_loss: 0.001548, best_valid_loss: 0.001548, lr: 0.01000
2018-02-28 20:15:38.553954: iter: [4/100], train_loss: 0.013814, valid_loss: 0.001509, best_valid_loss: 0.001509, lr: 0.01000
2018-02-28 20:15:54.496484: iter: [5/100], train_loss: 0.013624, valid_loss: 0.001519, best_valid_loss: 0.001509, lr: 0.01000
2018-02-28 20:16:10.584937: iter: [6/100], train_loss: 0.013425, valid_loss: 0.001432, best_valid_loss: 0.001432, lr: 0.01000
2018-02-28 20:16:26.205145: iter: [7/100], train_loss: 0.012916, valid_loss: 0.001318, best_valid_loss: 0.001318, lr: 0.01000
2018-02-28 20:16:41.976457: iter: [8/100], train_loss: 0.011708, valid_loss: 0.001169, best_valid_loss: 0.001169, lr: 0.01000
2018-02-28 20:16:57.685147: iter: [9/100], train_loss: 0.010124, valid_loss: 0.000906, best_valid_loss: 0.000906, lr: 0.01000
2018-02-28 20:17:13.380631: iter: [10/100], train_loss: 0.008293, valid_loss: 0.000676, best_valid_loss: 0.000676, lr: 0.01000
2018-02-28 20:17:29.294385: iter: [11/100], train_loss: 0.006234, valid_loss: 0.000501, best_valid_loss: 0.000501, lr: 0.01000
2018-02-28 20:17:44.894137: iter: [12/100], train_loss: 0.005110, valid_loss: 0.000326, best_valid_loss: 0.000326, lr: 0.01000
2018-02-28 20:18:00.729460: iter: [13/100], train_loss: 0.004574, valid_loss: 0.000292, best_valid_loss: 0.000292, lr: 0.01000
2018-02-28 20:18:16.392490: iter: [14/100], train_loss: 0.003761, valid_loss: 0.000196, best_valid_loss: 0.000196, lr: 0.01000
2018-02-28 20:18:31.763154: iter: [15/100], train_loss: 0.003200, valid_loss: 0.000178, best_valid_loss: 0.000178, lr: 0.01000
2018-02-28 20:18:47.408313: iter: [16/100], train_loss: 0.002657, valid_loss: 0.000146, best_valid_loss: 0.000146, lr: 0.01000
2018-02-28 20:19:03.208568: iter: [17/100], train_loss: 0.002073, valid_loss: 0.000139, best_valid_loss: 0.000139, lr: 0.01000
2018-02-28 20:19:18.669960: iter: [18/100], train_loss: 0.001950, valid_loss: 0.000184, best_valid_loss: 0.000139, lr: 0.01000
2018-02-28 20:19:34.250565: iter: [19/100], train_loss: 0.001765, valid_loss: 0.000112, best_valid_loss: 0.000112, lr: 0.01000
2018-02-28 20:19:49.816098: iter: [20/100], train_loss: 0.001627, valid_loss: 0.000106, best_valid_loss: 0.000106, lr: 0.01000
2018-02-28 20:20:05.371004: iter: [21/100], train_loss: 0.001505, valid_loss: 0.000102, best_valid_loss: 0.000102, lr: 0.01000
2018-02-28 20:20:20.731708: iter: [22/100], train_loss: 0.001439, valid_loss: 0.000115, best_valid_loss: 0.000102, lr: 0.01000
2018-02-28 20:20:36.329190: iter: [23/100], train_loss: 0.001297, valid_loss: 0.000098, best_valid_loss: 0.000098, lr: 0.01000
2018-02-28 20:20:51.934787: iter: [24/100], train_loss: 0.001322, valid_loss: 0.000090, best_valid_loss: 0.000090, lr: 0.01000
2018-02-28 20:21:07.472010: iter: [25/100], train_loss: 0.001248, valid_loss: 0.000086, best_valid_loss: 0.000086, lr: 0.01000
2018-02-28 20:21:23.203848: iter: [26/100], train_loss: 0.001260, valid_loss: 0.000097, best_valid_loss: 0.000086, lr: 0.01000
2018-02-28 20:21:38.747605: iter: [27/100], train_loss: 0.001222, valid_loss: 0.000074, best_valid_loss: 0.000074, lr: 0.01000
2018-02-28 20:21:54.427420: iter: [28/100], train_loss: 0.001003, valid_loss: 0.000073, best_valid_loss: 0.000073, lr: 0.01000
2018-02-28 20:22:10.115636: iter: [29/100], train_loss: 0.000967, valid_loss: 0.000072, best_valid_loss: 0.000072, lr: 0.01000
2018-02-28 20:22:25.459442: iter: [30/100], train_loss: 0.000987, valid_loss: 0.000083, best_valid_loss: 0.000072, lr: 0.01000
2018-02-28 20:22:40.928470: iter: [31/100], train_loss: 0.001272, valid_loss: 0.000129, best_valid_loss: 0.000072, lr: 0.01000
2018-02-28 20:22:56.685605: iter: [32/100], train_loss: 0.001122, valid_loss: 0.000071, best_valid_loss: 0.000071, lr: 0.01000
2018-02-28 20:23:12.273201: iter: [33/100], train_loss: 0.000904, valid_loss: 0.000069, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 20:23:27.593309: iter: [34/100], train_loss: 0.001022, valid_loss: 0.000098, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 20:23:43.020969: iter: [35/100], train_loss: 0.001026, valid_loss: 0.000099, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 20:23:58.419013: iter: [36/100], train_loss: 0.001149, valid_loss: 0.000078, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 20:24:13.843374: iter: [37/100], train_loss: 0.001020, valid_loss: 0.000073, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 20:24:29.101052: iter: [38/100], train_loss: 0.000890, valid_loss: 0.000070, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 20:24:44.565196: iter: [39/100], train_loss: 0.000792, valid_loss: 0.000079, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 20:25:00.175043: iter: [40/100], train_loss: 0.000790, valid_loss: 0.000068, best_valid_loss: 0.000068, lr: 0.01000
2018-02-28 20:25:15.547637: iter: [41/100], train_loss: 0.000933, valid_loss: 0.000070, best_valid_loss: 0.000068, lr: 0.01000
2018-02-28 20:25:31.334859: iter: [42/100], train_loss: 0.000800, valid_loss: 0.000064, best_valid_loss: 0.000064, lr: 0.01000
2018-02-28 20:25:46.973773: iter: [43/100], train_loss: 0.000744, valid_loss: 0.000085, best_valid_loss: 0.000064, lr: 0.01000
2018-02-28 20:26:02.304642: iter: [44/100], train_loss: 0.000890, valid_loss: 0.000066, best_valid_loss: 0.000064, lr: 0.01000
2018-02-28 20:26:17.840187: iter: [45/100], train_loss: 0.000757, valid_loss: 0.000063, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 20:26:33.297699: iter: [46/100], train_loss: 0.000794, valid_loss: 0.000067, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 20:26:48.732480: iter: [47/100], train_loss: 0.000955, valid_loss: 0.000069, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 20:27:04.079758: iter: [48/100], train_loss: 0.000920, valid_loss: 0.000087, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 20:27:19.480576: iter: [49/100], train_loss: 0.000836, valid_loss: 0.000073, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 20:27:34.871223: iter: [50/100], train_loss: 0.000902, valid_loss: 0.000072, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 20:27:45.830555: iter: [51/100], train_loss: 0.001032, valid_loss: 0.000103, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 20:27:53.936065: iter: [52/100], train_loss: 0.000731, valid_loss: 0.000064, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 20:28:02.226290: iter: [53/100], train_loss: 0.000821, valid_loss: 0.000060, best_valid_loss: 0.000060, lr: 0.01000
2018-02-28 20:28:10.527096: iter: [54/100], train_loss: 0.000752, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:28:18.648150: iter: [55/100], train_loss: 0.000771, valid_loss: 0.000086, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:28:26.859542: iter: [56/100], train_loss: 0.000814, valid_loss: 0.000070, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:28:35.108018: iter: [57/100], train_loss: 0.000798, valid_loss: 0.000063, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:28:43.249462: iter: [58/100], train_loss: 0.000714, valid_loss: 0.000070, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:28:51.414891: iter: [59/100], train_loss: 0.000824, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:28:59.529214: iter: [60/100], train_loss: 0.000704, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:29:07.644227: iter: [61/100], train_loss: 0.000711, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:29:15.766463: iter: [62/100], train_loss: 0.000686, valid_loss: 0.000064, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:29:23.962871: iter: [63/100], train_loss: 0.000706, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:29:32.064971: iter: [64/100], train_loss: 0.000695, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:29:40.215829: iter: [65/100], train_loss: 0.000711, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:29:48.419015: iter: [66/100], train_loss: 0.000728, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:29:56.530014: iter: [67/100], train_loss: 0.000673, valid_loss: 0.000058, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:30:04.610993: iter: [68/100], train_loss: 0.000731, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:30:12.698923: iter: [69/100], train_loss: 0.000698, valid_loss: 0.000064, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:30:20.945619: iter: [70/100], train_loss: 0.000672, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:30:29.112446: iter: [71/100], train_loss: 0.000685, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:30:37.310404: iter: [72/100], train_loss: 0.000754, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:30:45.428315: iter: [73/100], train_loss: 0.000733, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:30:53.501499: iter: [74/100], train_loss: 0.000682, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:31:01.645456: iter: [75/100], train_loss: 0.000704, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:31:09.739879: iter: [76/100], train_loss: 0.000702, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:31:17.938722: iter: [77/100], train_loss: 0.000678, valid_loss: 0.000056, best_valid_loss: 0.000056, lr: 0.01000
2018-02-28 20:31:26.126205: iter: [78/100], train_loss: 0.000703, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:31:34.187056: iter: [79/100], train_loss: 0.000682, valid_loss: 0.000058, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:31:42.285341: iter: [80/100], train_loss: 0.000756, valid_loss: 0.000061, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:31:50.427596: iter: [81/100], train_loss: 0.000731, valid_loss: 0.000061, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:31:58.523989: iter: [82/100], train_loss: 0.000695, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:32:06.621922: iter: [83/100], train_loss: 0.000685, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:32:14.721322: iter: [84/100], train_loss: 0.000672, valid_loss: 0.000056, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:32:22.904817: iter: [85/100], train_loss: 0.000705, valid_loss: 0.000054, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:32:31.073686: iter: [86/100], train_loss: 0.000681, valid_loss: 0.000062, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:32:39.195761: iter: [87/100], train_loss: 0.000695, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:32:47.414893: iter: [88/100], train_loss: 0.000700, valid_loss: 0.000056, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:32:55.542914: iter: [89/100], train_loss: 0.000686, valid_loss: 0.000060, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:33:03.632554: iter: [90/100], train_loss: 0.000683, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:33:11.733313: iter: [91/100], train_loss: 0.000682, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:33:19.985330: iter: [92/100], train_loss: 0.000738, valid_loss: 0.000116, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:33:28.211488: iter: [93/100], train_loss: 0.000684, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:33:36.319753: iter: [94/100], train_loss: 0.000676, valid_loss: 0.000056, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:33:44.485414: iter: [95/100], train_loss: 0.000701, valid_loss: 0.000059, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:33:52.578509: iter: [96/100], train_loss: 0.000666, valid_loss: 0.000064, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:34:00.805852: iter: [97/100], train_loss: 0.000659, valid_loss: 0.000066, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:34:08.921998: iter: [98/100], train_loss: 0.000699, valid_loss: 0.000062, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:34:17.141738: iter: [99/100], train_loss: 0.000671, valid_loss: 0.000057, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:34:25.252209: iter: [100/100], train_loss: 0.000673, valid_loss: 0.000058, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 20:56:14.268937: [training]
2018-02-28 20:56:32.277224: [training]
2018-02-28 22:18:01.237923: [training]
2018-02-28 23:04:47.404971: [training]
2018-02-28 23:06:32.244902: [training]
2018-02-28 23:08:02.253616: [training]
2018-02-28 23:10:33.809663: [training]
2018-03-01 00:09:59.734438: [training]
2018-03-01 00:13:42.149700: [training]
2018-03-01 00:37:13.926737: [training]
2018-03-01 00:37:22.503872: iter: [1/100], train_loss: 0.772899, valid_loss: 0.001564, best_valid_loss: 0.001564, lr: 0.01000
2018-03-01 00:37:30.489955: iter: [2/100], train_loss: 0.014585, valid_loss: 0.001561, best_valid_loss: 0.001561, lr: 0.01000
2018-03-01 00:37:38.575735: iter: [3/100], train_loss: 0.014256, valid_loss: 0.001548, best_valid_loss: 0.001548, lr: 0.01000
2018-03-01 00:37:46.543611: iter: [4/100], train_loss: 0.013814, valid_loss: 0.001509, best_valid_loss: 0.001509, lr: 0.01000
2018-03-01 00:37:54.504234: iter: [5/100], train_loss: 0.013624, valid_loss: 0.001519, best_valid_loss: 0.001509, lr: 0.01000
2018-03-01 00:38:02.545495: iter: [6/100], train_loss: 0.013425, valid_loss: 0.001432, best_valid_loss: 0.001432, lr: 0.01000
2018-03-01 00:38:10.548854: iter: [7/100], train_loss: 0.012916, valid_loss: 0.001318, best_valid_loss: 0.001318, lr: 0.01000
2018-03-01 00:38:18.543470: iter: [8/100], train_loss: 0.011708, valid_loss: 0.001169, best_valid_loss: 0.001169, lr: 0.01000
2018-03-01 00:38:26.590688: iter: [9/100], train_loss: 0.010123, valid_loss: 0.000906, best_valid_loss: 0.000906, lr: 0.01000
2018-03-01 00:38:34.726397: iter: [10/100], train_loss: 0.008295, valid_loss: 0.000676, best_valid_loss: 0.000676, lr: 0.01000
2018-03-01 00:38:43.120512: iter: [11/100], train_loss: 0.006231, valid_loss: 0.000503, best_valid_loss: 0.000503, lr: 0.01000
2018-03-01 00:38:51.362473: iter: [12/100], train_loss: 0.005110, valid_loss: 0.000327, best_valid_loss: 0.000327, lr: 0.01000
2018-03-01 00:38:59.547257: iter: [13/100], train_loss: 0.004577, valid_loss: 0.000295, best_valid_loss: 0.000295, lr: 0.01000
2018-03-01 00:39:07.771534: iter: [14/100], train_loss: 0.003760, valid_loss: 0.000200, best_valid_loss: 0.000200, lr: 0.01000
2018-03-01 00:39:16.050899: iter: [15/100], train_loss: 0.003195, valid_loss: 0.000179, best_valid_loss: 0.000179, lr: 0.01000
2018-03-01 00:39:24.295090: iter: [16/100], train_loss: 0.002670, valid_loss: 0.000146, best_valid_loss: 0.000146, lr: 0.01000
2018-03-01 00:39:32.536882: iter: [17/100], train_loss: 0.002092, valid_loss: 0.000140, best_valid_loss: 0.000140, lr: 0.01000
2018-03-01 00:39:40.629565: iter: [18/100], train_loss: 0.001967, valid_loss: 0.000186, best_valid_loss: 0.000140, lr: 0.01000
2018-03-01 00:39:48.953019: iter: [19/100], train_loss: 0.001779, valid_loss: 0.000112, best_valid_loss: 0.000112, lr: 0.01000
2018-03-01 00:39:57.142160: iter: [20/100], train_loss: 0.001622, valid_loss: 0.000106, best_valid_loss: 0.000106, lr: 0.01000
2018-03-01 00:40:05.396840: iter: [21/100], train_loss: 0.001504, valid_loss: 0.000103, best_valid_loss: 0.000103, lr: 0.01000
2018-03-01 00:40:13.516968: iter: [22/100], train_loss: 0.001435, valid_loss: 0.000113, best_valid_loss: 0.000103, lr: 0.01000
2018-03-01 00:40:21.748777: iter: [23/100], train_loss: 0.001294, valid_loss: 0.000098, best_valid_loss: 0.000098, lr: 0.01000
2018-03-01 00:40:29.970906: iter: [24/100], train_loss: 0.001322, valid_loss: 0.000090, best_valid_loss: 0.000090, lr: 0.01000
2018-03-01 00:40:38.240572: iter: [25/100], train_loss: 0.001246, valid_loss: 0.000087, best_valid_loss: 0.000087, lr: 0.01000
2018-03-01 00:40:46.375945: iter: [26/100], train_loss: 0.001259, valid_loss: 0.000098, best_valid_loss: 0.000087, lr: 0.01000
2018-03-01 00:40:54.593358: iter: [27/100], train_loss: 0.001221, valid_loss: 0.000074, best_valid_loss: 0.000074, lr: 0.01000
2018-03-01 00:41:02.707945: iter: [28/100], train_loss: 0.001004, valid_loss: 0.000074, best_valid_loss: 0.000074, lr: 0.01000
2018-03-01 00:41:10.959046: iter: [29/100], train_loss: 0.000967, valid_loss: 0.000071, best_valid_loss: 0.000071, lr: 0.01000
2018-03-01 00:41:19.173782: iter: [30/100], train_loss: 0.000987, valid_loss: 0.000083, best_valid_loss: 0.000071, lr: 0.01000
2018-03-01 00:41:27.293162: iter: [31/100], train_loss: 0.001255, valid_loss: 0.000128, best_valid_loss: 0.000071, lr: 0.01000
2018-03-01 00:41:35.416390: iter: [32/100], train_loss: 0.001113, valid_loss: 0.000072, best_valid_loss: 0.000071, lr: 0.01000
2018-03-01 00:41:43.764155: iter: [33/100], train_loss: 0.000903, valid_loss: 0.000069, best_valid_loss: 0.000069, lr: 0.01000
2018-03-01 00:41:51.928435: iter: [34/100], train_loss: 0.001020, valid_loss: 0.000098, best_valid_loss: 0.000069, lr: 0.01000
2018-03-01 00:42:00.130667: iter: [35/100], train_loss: 0.001022, valid_loss: 0.000101, best_valid_loss: 0.000069, lr: 0.01000
2018-03-01 00:42:08.380901: iter: [36/100], train_loss: 0.001155, valid_loss: 0.000078, best_valid_loss: 0.000069, lr: 0.01000
2018-03-01 00:42:16.536686: iter: [37/100], train_loss: 0.001029, valid_loss: 0.000074, best_valid_loss: 0.000069, lr: 0.01000
2018-03-01 00:42:24.634158: iter: [38/100], train_loss: 0.000888, valid_loss: 0.000071, best_valid_loss: 0.000069, lr: 0.01000
2018-03-01 00:42:32.798357: iter: [39/100], train_loss: 0.000790, valid_loss: 0.000079, best_valid_loss: 0.000069, lr: 0.01000
2018-03-01 00:42:41.029453: iter: [40/100], train_loss: 0.000790, valid_loss: 0.000068, best_valid_loss: 0.000068, lr: 0.01000
2018-03-01 00:42:49.262656: iter: [41/100], train_loss: 0.000933, valid_loss: 0.000069, best_valid_loss: 0.000068, lr: 0.01000
2018-03-01 00:42:57.541578: iter: [42/100], train_loss: 0.000800, valid_loss: 0.000064, best_valid_loss: 0.000064, lr: 0.01000
2018-03-01 00:43:05.777904: iter: [43/100], train_loss: 0.000744, valid_loss: 0.000085, best_valid_loss: 0.000064, lr: 0.01000
2018-03-01 00:43:13.910189: iter: [44/100], train_loss: 0.000889, valid_loss: 0.000066, best_valid_loss: 0.000064, lr: 0.01000
2018-03-01 00:43:22.065243: iter: [45/100], train_loss: 0.000758, valid_loss: 0.000063, best_valid_loss: 0.000063, lr: 0.01000
2018-03-01 00:43:30.166618: iter: [46/100], train_loss: 0.000794, valid_loss: 0.000067, best_valid_loss: 0.000063, lr: 0.01000
2018-03-01 00:43:38.266333: iter: [47/100], train_loss: 0.000957, valid_loss: 0.000069, best_valid_loss: 0.000063, lr: 0.01000
2018-03-01 00:43:46.437611: iter: [48/100], train_loss: 0.000917, valid_loss: 0.000087, best_valid_loss: 0.000063, lr: 0.01000
2018-03-01 00:43:54.673898: iter: [49/100], train_loss: 0.000838, valid_loss: 0.000073, best_valid_loss: 0.000063, lr: 0.01000
2018-03-01 00:44:02.796742: iter: [50/100], train_loss: 0.000905, valid_loss: 0.000072, best_valid_loss: 0.000063, lr: 0.01000
2018-03-01 00:44:10.912496: iter: [51/100], train_loss: 0.001036, valid_loss: 0.000104, best_valid_loss: 0.000063, lr: 0.01000
2018-03-01 00:44:19.064130: iter: [52/100], train_loss: 0.000730, valid_loss: 0.000064, best_valid_loss: 0.000063, lr: 0.01000
2018-03-01 00:44:27.286492: iter: [53/100], train_loss: 0.000822, valid_loss: 0.000060, best_valid_loss: 0.000060, lr: 0.01000
2018-03-01 00:44:35.557552: iter: [54/100], train_loss: 0.000752, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:44:43.672228: iter: [55/100], train_loss: 0.000773, valid_loss: 0.000086, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:44:51.867561: iter: [56/100], train_loss: 0.000812, valid_loss: 0.000070, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:45:00.046754: iter: [57/100], train_loss: 0.000796, valid_loss: 0.000063, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:45:08.253971: iter: [58/100], train_loss: 0.000713, valid_loss: 0.000070, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:45:16.350402: iter: [59/100], train_loss: 0.000823, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:45:24.493309: iter: [60/100], train_loss: 0.000703, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:45:32.588501: iter: [61/100], train_loss: 0.000710, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:45:40.711415: iter: [62/100], train_loss: 0.000685, valid_loss: 0.000064, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:45:48.793665: iter: [63/100], train_loss: 0.000704, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:45:57.015111: iter: [64/100], train_loss: 0.000695, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:46:05.270014: iter: [65/100], train_loss: 0.000709, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:46:13.442541: iter: [66/100], train_loss: 0.000727, valid_loss: 0.000061, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:46:21.632692: iter: [67/100], train_loss: 0.000672, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:46:29.782278: iter: [68/100], train_loss: 0.000730, valid_loss: 0.000061, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:46:37.869138: iter: [69/100], train_loss: 0.000694, valid_loss: 0.000064, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:46:46.025035: iter: [70/100], train_loss: 0.000669, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:46:54.216844: iter: [71/100], train_loss: 0.000684, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:47:02.372081: iter: [72/100], train_loss: 0.000753, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:47:10.578397: iter: [73/100], train_loss: 0.000730, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:47:18.798788: iter: [74/100], train_loss: 0.000680, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:47:26.912976: iter: [75/100], train_loss: 0.000703, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:47:35.019525: iter: [76/100], train_loss: 0.000701, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-03-01 00:47:43.221952: iter: [77/100], train_loss: 0.000677, valid_loss: 0.000056, best_valid_loss: 0.000056, lr: 0.01000
2018-03-01 00:47:51.399039: iter: [78/100], train_loss: 0.000703, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-03-01 00:47:59.545516: iter: [79/100], train_loss: 0.000681, valid_loss: 0.000058, best_valid_loss: 0.000055, lr: 0.01000
2018-03-01 00:48:07.650875: iter: [80/100], train_loss: 0.000755, valid_loss: 0.000061, best_valid_loss: 0.000055, lr: 0.01000
2018-03-01 00:48:15.828261: iter: [81/100], train_loss: 0.000729, valid_loss: 0.000061, best_valid_loss: 0.000055, lr: 0.01000
2018-03-01 00:48:23.936134: iter: [82/100], train_loss: 0.000694, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-03-01 00:48:31.998944: iter: [83/100], train_loss: 0.000684, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-03-01 00:48:40.164575: iter: [84/100], train_loss: 0.000672, valid_loss: 0.000056, best_valid_loss: 0.000055, lr: 0.01000
2018-03-01 00:48:48.402214: iter: [85/100], train_loss: 0.000706, valid_loss: 0.000054, best_valid_loss: 0.000054, lr: 0.01000
2018-03-01 00:48:56.567489: iter: [86/100], train_loss: 0.000681, valid_loss: 0.000062, best_valid_loss: 0.000054, lr: 0.01000
2018-03-01 00:49:04.760134: iter: [87/100], train_loss: 0.000694, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-03-01 00:49:12.956931: iter: [88/100], train_loss: 0.000699, valid_loss: 0.000056, best_valid_loss: 0.000054, lr: 0.01000
2018-03-01 00:49:21.097833: iter: [89/100], train_loss: 0.000684, valid_loss: 0.000059, best_valid_loss: 0.000054, lr: 0.01000
2018-03-01 00:49:29.243752: iter: [90/100], train_loss: 0.000683, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-03-01 00:49:37.388363: iter: [91/100], train_loss: 0.000681, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-03-01 00:49:45.514657: iter: [92/100], train_loss: 0.000739, valid_loss: 0.000115, best_valid_loss: 0.000054, lr: 0.01000
2018-03-01 00:49:53.729123: iter: [93/100], train_loss: 0.000683, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
